"id_municipio";"id_bairro";"uf";"municipio";"bairro";"longitude";"latitude"
1895;50435;"MG";"Pará de Minas";"Vila Ferreira";-44.5805295;-19.859725
1895;50436;"MG";"Pará de Minas";"Vila Maria";-44.5896081;-19.870896
1895;50437;"MG";"Pará de Minas";"Vila Nossa Senhora Auxiliadora";-44.6019421;-19.8757442
1895;50438;"MG";"Pará de Minas";"Vila Raquel";-44.5990156;-19.8621013
1895;50439;"MG";"Pará de Minas";"Vila Ronaldo Pereira";-44.6075318;-19.8600145
1895;50440;"MG";"Pará de Minas";"Vila Santa Izabel";-44.6143502;-19.8405275
1895;50441;"MG";"Pará de Minas";"Vila Sinhô";-44.6107724;-19.8700544
1900;50442;"MG";"Passa Quatro";"Centro";-47.9398986;-19.7659781
1900;50443;"MG";"Passa Quatro";"Tronqueiras";-44.951266;-22.3563727
1901;50444;"MG";"Passa Tempo";"Centro";-43.9319129;-19.9455398
1902;50445;"MG";"Passa-Vinte";"Centro";-47.9370795;-19.761936
1899;50446;"MG";"Passabém";"Centro";-43.1387368;-19.3513969
1903;50447;"MG";"Passos";"Belo Horizonte";-46.6035839;-20.7314807
1903;50448;"MG";"Passos";"COHAB I";-46.6261921;-20.7127539
1903;50449;"MG";"Passos";"COHAB II";-46.6289058;-20.7109329
1903;50450;"MG";"Passos";"COHAB IV";-46.6355399;-20.7207175
1903;50451;"MG";"Passos";"Candeias";-46.6168462;-20.7213973
1903;50452;"MG";"Passos";"Canjeranus";-46.6072005;-20.7124501
1903;50453;"MG";"Passos";"Carmelo";-46.6047894;-20.7152539
1903;50454;"MG";"Passos";"Centro";-46.6102146;-20.7211022
1903;50455;"MG";"Passos";"Coimbras";-46.6114203;-20.7036884
1903;50456;"MG";"Passos";"Condomínio das Nações";-46.5927356;-20.7304561
1903;50457;"MG";"Passos";"Distrito Industrial";-46.5910532;-20.70479
1903;50458;"MG";"Passos";"Distrito Industrial II";-46.5995817;-20.7338773
1903;50459;"MG";"Passos";"Doutor Mario Magalhães";-46.6364126;-20.720704
1903;50460;"MG";"Passos";"Exposição";-46.6114203;-20.7345266
1903;50461;"MG";"Passos";"Flamboyant";-43.3830885;-21.7592407
1903;50462;"MG";"Passos";"Francisca Silveira";-46.6309548;-20.7136404
1903;50463;"MG";"Passos";"Jardim Aclimação";-46.5993648;-20.7544729
1903;50464;"MG";"Passos";"Jardim Bela Vista";-46.5969541;-20.7133956
1903;50465;"MG";"Passos";"Jardim Belo Horizonte";-46.6017757;-20.7362516
1903;50466;"MG";"Passos";"Jardim Califórnia";-46.6168462;-20.7047914
1903;50467;"MG";"Passos";"Jardim Centenário";-46.6132288;-20.7321273
1903;50468;"MG";"Passos";"Jardim Colégio de Passos";-46.5892166;-20.719278
1903;50469;"MG";"Passos";"Jardim Embratel";-46.6047894;-20.7425326
1903;50470;"MG";"Passos";"Jardim Europa";-46.6314497;-20.7099629
1903;50471;"MG";"Passos";"Jardim Harmonia";-46.6059782;-20.7031843
1903;50472;"MG";"Passos";"Jardim Itália";-46.6041867;-20.7488672
1903;50473;"MG";"Passos";"Jardim Panorama";-46.6186549;-20.7083221
1903;50474;"MG";"Passos";"Jardim Pinheiros";-43.9561811;-19.8896033
1903;50475;"MG";"Passos";"Jardim Planalto";-46.6240816;-20.7212876
1903;50476;"MG";"Passos";"Jardim Polivalente";-46.6041867;-20.701427
1903;50477;"MG";"Passos";"Jardim Primavera";-46.6276997;-20.7069971
1903;50478;"MG";"Passos";"Jardim Primavera II";-46.6252876;-20.7050572
1903;50479;"MG";"Passos";"Jardim Santa Luzia";-46.5993648;-20.7070345
1903;50480;"MG";"Passos";"Jardim Satélite";-46.6219712;-20.7096552
1903;50481;"MG";"Passos";"Jardim Vila Rica";-46.5993648;-20.728381
1903;50482;"MG";"Passos";"Jardim das Estrelas";-46.6204638;-20.7130391
1903;50483;"MG";"Passos";"Maria Augusta";-46.6240816;-20.7117977
1903;50484;"MG";"Passos";"Monsenhor João Pedro";-46.6103022;-20.7116648
1903;50485;"MG";"Passos";"Monsenhor Messias";-46.5999675;-20.7386505
1903;50486;"MG";"Passos";"Nossa Senhora Aparecida";-46.6084061;-20.7448512
1903;50487;"MG";"Passos";"Nossa Senhora das Graças";-46.6072005;-20.7397293
1903;50488;"MG";"Passos";"Nossa Senhora de Fátima";-46.6162433;-20.6957073
1903;50489;"MG";"Passos";"Nossa Senhora de Lourdes";-46.6204638;-20.7011775
1903;50490;"MG";"Passos";"Nova Califórnia";-46.6211739;-20.7004103
1903;50491;"MG";"Passos";"Novo Horizonte";-46.5969541;-20.7442295
1903;50492;"MG";"Passos";"Novo Mundo II";-46.5897226;-20.7277338
1903;50493;"MG";"Passos";"Novo Mundo III";-46.5895265;-20.7243209
1903;50494;"MG";"Passos";"Parque Casarão";-46.5897226;-20.720619
1903;50495;"MG";"Passos";"Parque Estação";-46.6108393;-20.7054985
1903;50496;"MG";"Passos";"Parque Residencial Eldorado";-46.6246846;-20.7351186
1903;50497;"MG";"Passos";"Parque São João";-46.6084061;-20.7365484
1903;50498;"MG";"Passos";"Parque da Fazenda";-46.6092367;-20.738893
1903;50499;"MG";"Passos";"Penha";-46.6210667;-20.7161931
1903;50500;"MG";"Passos";"Penha II";-46.6301119;-20.7160551
1903;50501;"MG";"Passos";"Recanto da Teka";-46.6133353;-20.7221434
1903;50502;"MG";"Passos";"Santa Casa";-46.6114203;-20.7108047
1903;50503;"MG";"Passos";"Santa Maria Goretti";-46.6194899;-20.7055556
1903;50504;"MG";"Passos";"Santa Rita";-46.6104379;-20.7324279
1903;50505;"MG";"Passos";"Santa Terezinha";-46.6192579;-20.7268965
1903;50506;"MG";"Passos";"Serra Verde";-46.5951461;-20.7406983
1903;50507;"MG";"Passos";"Serra das Brisas";-46.5951461;-20.7359546
1903;50508;"MG";"Passos";"São Benedito";-46.6023784;-20.7204295
1903;50509;"MG";"Passos";"São Francisco";-46.6168462;-20.7249559
1903;50510;"MG";"Passos";"Umuarama";-46.6144346;-20.7277599
1903;50511;"MG";"Passos";"Umuarama II";-46.6136671;-20.7344007
1903;50512;"MG";"Passos";"Vila Betinho";-46.6133353;-20.7221434
1903;50513;"MG";"Passos";"Vila Romana";-44.8784743;-20.1024686
1903;50514;"MG";"Passos";"Vila São José";-46.6457942;-20.7043444
1903;50515;"MG";"Passos";"Washington Noronha";-46.6258074;-20.7050715
1903;50516;"MG";"Passos";"Águas";-46.615134;-20.7309558
1904;50517;"MG";"Patis";"Centro";-44.0790904;-16.0777124
1905;50518;"MG";"Patos de Minas";"Abner Afonso";-46.5084406;-18.5740051
1905;50519;"MG";"Patos de Minas";"Alto Limoeiro";-46.4813762;-18.5656633
1905;50520;"MG";"Patos de Minas";"Alto dos Caiçaras";-46.5138553;-18.5667459
1905;50521;"MG";"Patos de Minas";"Alvorada";-46.5270936;-18.5623115
1905;50522;"MG";"Patos de Minas";"Antônio Caixeta";-46.5080534;-18.5915111
1905;50523;"MG";"Patos de Minas";"Aquarius";-46.4918995;-18.578955
1905;50524;"MG";"Patos de Minas";"Aurélio Caixeta";-46.5119985;-18.5785132
1905;50525;"MG";"Patos de Minas";"Bela Vista";-46.502425;-18.5722819
1905;50526;"MG";"Patos de Minas";"Boa Vista";-46.5090547;-18.597367
1905;50527;"MG";"Patos de Minas";"Brasil";-46.5146749;-18.5872582
1905;50528;"MG";"Patos de Minas";"Brasília";-46.5146749;-18.5872582
1905;50529;"MG";"Patos de Minas";"Caiçaras";-46.5146957;-18.5733865
1905;50530;"MG";"Patos de Minas";"Caramuru";-46.5246864;-18.5686716
1905;48893;"MG";"Patos de Minas";"Centro";-46.5146895;-18.5872553
1905;50531;"MG";"Patos de Minas";"Cerrado";-46.5277579;-18.5760614
1905;50532;"MG";"Patos de Minas";"Cidade Jardim";-46.5046064;-18.5913582
1905;50533;"MG";"Patos de Minas";"Cidade Nova";-46.5149954;-18.6191198
1905;50534;"MG";"Patos de Minas";"Copacabana";-46.5334332;-18.5834558
1905;50535;"MG";"Patos de Minas";"Coração Eucarístico";-46.5430445;-18.5624679
1905;50536;"MG";"Patos de Minas";"Cristo Redentor";-46.5200546;-18.6096277
1905;50537;"MG";"Patos de Minas";"Cônego Getúlio";-46.5139124;-18.6023375
1905;50538;"MG";"Patos de Minas";"Distrito Industrial I";-46.4768516;-18.6355419
1905;50539;"MG";"Patos de Minas";"Distrito Industrial II";-46.4760416;-18.6257097
1905;50540;"MG";"Patos de Minas";"Eldorado";-46.5093105;-18.6014589
1905;50541;"MG";"Patos de Minas";"Guanabara";-46.526746;-18.5822317
1905;50542;"MG";"Patos de Minas";"Ipanema";-46.5089441;-18.6211595
1905;50543;"MG";"Patos de Minas";"Jardim América";-46.5223221;-18.5826219
1905;50544;"MG";"Patos de Minas";"Jardim Andrades";-46.511581;-18.610214
1905;50545;"MG";"Patos de Minas";"Jardim Califórnia";-46.4982145;-18.5822334
1905;50546;"MG";"Patos de Minas";"Jardim Centro";-46.5081621;-18.5872534
1905;50547;"MG";"Patos de Minas";"Jardim Céu Azul";-46.5046216;-18.6140006
1905;50548;"MG";"Patos de Minas";"Jardim Esperança";-46.4837813;-18.5757468
1905;50549;"MG";"Patos de Minas";"Jardim Floresta";-46.5064248;-18.5810264
1905;50550;"MG";"Patos de Minas";"Jardim Itamarati";-46.522881;-18.5605189
1905;50551;"MG";"Patos de Minas";"Jardim Panorâmico";-46.4901292;-18.5982052
1905;50552;"MG";"Patos de Minas";"Jardim Paraíso";-46.5065711;-18.5833551
1905;50553;"MG";"Patos de Minas";"Jardim Paulistano";-46.5188934;-18.6140281
1905;50554;"MG";"Patos de Minas";"Jardim Recanto";-46.5018223;-18.5909388
1905;50555;"MG";"Patos de Minas";"Lagoa Grande";-46.5190157;-18.6003141
1905;50556;"MG";"Patos de Minas";"Lagoinha";-46.5225297;-18.5795279
1905;50557;"MG";"Patos de Minas";"Morada do Sol";-46.4861866;-18.5717391
1905;50558;"MG";"Patos de Minas";"Nossa Senhora Aparecida";-46.5344845;-18.6000542
1905;50559;"MG";"Patos de Minas";"Nossa Senhora das Graças";-46.5198723;-18.5743423
1905;50560;"MG";"Patos de Minas";"Nossa Senhora de Fátima";-46.5319084;-18.5589895
1905;50561;"MG";"Patos de Minas";"Nova Floresta";-46.4982145;-18.5751863
1905;50562;"MG";"Patos de Minas";"Novo Horizonte";-46.493403;-18.583203
1905;50563;"MG";"Patos de Minas";"Padre Eustáquio";-46.5295009;-18.5700495
1905;50564;"MG";"Patos de Minas";"Planalto";-46.4950902;-18.6318961
1905;50565;"MG";"Patos de Minas";"Residencial Gramado";-46.4997125;-18.616103
1905;50566;"MG";"Patos de Minas";"Residencial Monjolo";-46.4855852;-18.5803742
1905;50567;"MG";"Patos de Minas";"Residencial Sorriso";-46.5313065;-18.566454
1905;50568;"MG";"Patos de Minas";"Rosário";-46.5174949;-18.5786282
1905;50569;"MG";"Patos de Minas";"Santa Terezinha";-46.5268144;-18.6019501
1905;50570;"MG";"Patos de Minas";"Santo Antônio";-46.5269391;-18.5887803
1905;50571;"MG";"Patos de Minas";"Sebastião Amorim";-46.498145;-18.5949738
1905;50572;"MG";"Patos de Minas";"Sobradinho";-46.5216445;-18.5863503
1905;50573;"MG";"Patos de Minas";"São Francisco";-46.5109284;-18.5829306
1905;50574;"MG";"Patos de Minas";"Valparaíso";-46.5030265;-18.585962
1905;50575;"MG";"Patos de Minas";"Vila Garcia";-46.5054327;-18.5772546
1905;50576;"MG";"Patos de Minas";"Vila Operária";-46.5324258;-18.5980403
1905;50577;"MG";"Patos de Minas";"Vila Rosa";-46.5243909;-18.6113903
1905;50578;"MG";"Patos de Minas";"Vila Santa Luzia";-46.5269016;-18.6076377
1905;50579;"MG";"Patos de Minas";"Várzea";-46.5251678;-18.5941992
1906;50581;"MG";"Patrocínio";"Centro";-46.9926574;-18.9443834
1906;50582;"MG";"Patrocínio";"Serra Negra";-46.9537969;-18.9190552
1907;50583;"MG";"Patrocínio do Muriaé";"Centro";-42.2128924;-21.1548788
1908;50584;"MG";"Paula Cândido";"Centro";-43.961422;-19.9397335
1909;50585;"MG";"Paulistas";"Centro";-51.1576921;-23.3098184
1910;50586;"MG";"Pavão";"Centro";-44.0817573;-19.7570433
1910;50587;"MG";"Pavão";"Limeira";-41.129333;-17.4634233
1912;50588;"MG";"Pedra Azul";"Aracaji de Minas";-41.0971896;-15.8443914
1912;50589;"MG";"Pedra Azul";"Centro";-40.3430995;-17.8401995
1913;50590;"MG";"Pedra Bonita";"Centro";-43.9652694;-19.9296135
1916;50591;"MG";"Pedra Dourada";"Centro";-42.0145089;-20.7358732
1914;50593;"MG";"Pedra do Anta";"Centro";-42.8658602;-20.7343096
1915;50594;"MG";"Pedra do Indaiá";"Centro";-41.5085239;-17.8677039
1917;50595;"MG";"Pedralva";"Centro";-45.4674656;-22.2447646
1918;50596;"MG";"Pedras de Maria da Cruz";"Centro";-44.363851;-15.4879373
1919;50597;"MG";"Pedrinópolis";"Centro";-47.6713592;-19.1695416
1920;49335;"MG";"Pedro Leopoldo";"Centro";-44.0401452;-19.6222659
1920;49372;"MG";"Pedro Leopoldo";"Fidalgo";-43.9484471;-19.5176544
1920;50598;"MG";"Pedro Leopoldo";"São José";-44.0404979;-19.6189005
1921;50599;"MG";"Pedro Teixeira";"Centro";-44.3722343;-15.4919756
1922;50600;"MG";"Pequeri";"Centro";-44.2062687;-19.9665714
1923;50601;"MG";"Pequi";"Centro";-44.6058599;-19.8383061
1924;50602;"MG";"Perdigão";"Centro";-44.9842605;-19.8759584
1925;50603;"MG";"Perdizes";"Centro";-46.9441849;-19.5928221
1926;50604;"MG";"Perdões";"Centro";-43.9704659;-19.9141874
1927;50605;"MG";"Periquito";"Centro";-42.5602759;-19.4536399
1927;50606;"MG";"Periquito";"Serraria";-42.2337375;-19.1578118
1928;50607;"MG";"Pescador";"Centro";-44.302703;-20.0769577
1911;50608;"MG";"Peçanha";"Centro";-42.5595393;-18.5477851
1929;50609;"MG";"Piau";"Centro";-42.5651952;-19.4368534
1930;50610;"MG";"Piedade de Caratinga";"Centro";-42.1235625;-19.7790939
1931;50611;"MG";"Piedade de Ponte Nova";"Centro";-44.424062;-18.764711
1932;50613;"MG";"Piedade do Rio Grande";"Centro";-43.7332775;-21.2322157
1932;50614;"MG";"Piedade do Rio Grande";"Paraíso da Piedade";-44.163669;-21.4097554
1932;50615;"MG";"Piedade do Rio Grande";"Santo Antônio do Porto";-44.1816416;-21.546019
1933;50616;"MG";"Piedade dos Gerais";"Centro";-44.2249578;-20.4716059
1934;50617;"MG";"Pimenta";"Centro";-45.6662951;-20.3658051
1935;50618;"MG";"Pingo-d`Água";"Centro";-44.1911871;-19.9684961
1936;50620;"MG";"Pintópolis";"Centro";-45.1461071;-16.0564454
1937;50621;"MG";"Piracema";"Centro";-44.4917355;-20.3944056
1938;50622;"MG";"Pirajuba";"Centro";-48.3807149;-19.9249854
1939;50619;"MG";"Piranga";"Centro";-43.9197325;-19.9285496
1941;50361;"MG";"Piranguinho";"Centro";-45.5327963;-22.4021288
1940;50624;"MG";"Piranguçu";"Centro";-45.5599901;-22.6494134
1942;48719;"MG";"Pirapetinga";"Centro";-47.5008623;-18.7251626
1942;50625;"MG";"Pirapetinga";"Valão Quente";-42.406667;-21.728611
1943;50626;"MG";"Pirapora";"Centro";-44.947475;-17.3490962
1943;50627;"MG";"Pirapora";"Santos Dumont";-44.9303465;-17.3428069
1944;50628;"MG";"Piraúba";"Centro";-43.0255245;-21.2798263
1945;50629;"MG";"Pitangui";"Brumado de Pitangui";-44.897043;-19.690242
1945;50630;"MG";"Pitangui";"Campo Grande";-44.9285386;-19.6094382
1945;50631;"MG";"Pitangui";"Centro";-43.9258179;-19.906603
1945;50632;"MG";"Pitangui";"Rio do Peixe";-44.8475028;-19.5650922
1946;50633;"MG";"Piumhi";"Centro";-45.9619861;-20.4742488
1947;50634;"MG";"Planura";"Centro";-48.3549306;-19.9121641
1950;48137;"MG";"Pocrane";"Centro";-44.1543833;-19.9574006
1951;50636;"MG";"Pompéu";"Centro";-43.7774409;-19.8723421
1952;50638;"MG";"Ponte Nova";"Alto da Boa Vista";-42.8875384;-20.4092368
1952;50639;"MG";"Ponte Nova";"Ana Florência";-42.8418538;-20.3760009
1952;50640;"MG";"Ponte Nova";"Bom Pastor";-42.8924091;-20.4172918
1952;50641;"MG";"Ponte Nova";"Centro";-42.9170595;-20.4196316
1952;50642;"MG";"Ponte Nova";"Cerâmica";-42.9001118;-20.3984646
1952;50643;"MG";"Ponte Nova";"Cidade Nova";-42.8982244;-20.4115862
1952;50644;"MG";"Ponte Nova";"Copacabana";-42.9112783;-20.4228784
1952;50645;"MG";"Ponte Nova";"Esplanada";-42.9161467;-20.4166327
1952;50646;"MG";"Ponte Nova";"Fátima";-42.8863207;-20.4131819
1952;50647;"MG";"Ponte Nova";"Guarapiranga";-42.8911914;-20.4057444
1952;50648;"MG";"Ponte Nova";"Ipanema";-42.9147148;-20.4214534
1952;50649;"MG";"Ponte Nova";"Jardim";-42.8878429;-20.4028877
1952;50650;"MG";"Ponte Nova";"Nossa Senhora Auxiliadora";-42.890887;-20.4097099
1952;50651;"MG";"Ponte Nova";"Nova Almeida";-42.8963661;-20.4140045
1952;50652;"MG";"Ponte Nova";"Nova Copacabana";-42.913104;-20.4253021
1952;50653;"MG";"Ponte Nova";"Nova Suíça";-42.9331823;-20.4114533
1952;50654;"MG";"Ponte Nova";"Novo Horizonte";-42.8814495;-20.4170445
1952;50655;"MG";"Ponte Nova";"Palmeiras";-42.8942354;-20.4113745
1952;50656;"MG";"Ponte Nova";"Paraíso";-42.8784048;-20.3911518
1952;50657;"MG";"Ponte Nova";"Progresso";-42.9216231;-20.4155636
1952;50658;"MG";"Ponte Nova";"Rasa";-42.908844;-20.3807262
1952;50659;"MG";"Ponte Nova";"Sagrado Coração de Jesus";-42.9185807;-20.4135101
1952;50660;"MG";"Ponte Nova";"Santa Teresa";-42.9015402;-20.421072
1952;50661;"MG";"Ponte Nova";"Santo Antônio I";-42.8960617;-20.4042658
1952;50662;"MG";"Ponte Nova";"Santo Antônio II";-42.9003228;-20.4250168
1952;50663;"MG";"Ponte Nova";"Sumaré";-42.9048879;-20.4185652
1952;50664;"MG";"Ponte Nova";"São Geraldo";-42.9246652;-20.4223821
1952;50665;"MG";"Ponte Nova";"São Judas Tadeu";-42.9045836;-20.4052528
1952;50666;"MG";"Ponte Nova";"São Pedro";-42.8875384;-20.4151957
1952;50667;"MG";"Ponte Nova";"Tijuca";-42.8869296;-20.3969083
1952;50668;"MG";"Ponte Nova";"Triângulo";-42.8991054;-20.4075123
1952;50669;"MG";"Ponte Nova";"Triângulo Novo";-42.9045836;-20.4052528
1952;50670;"MG";"Ponte Nova";"Vale Verde";-42.8826673;-20.4083318
1952;50671;"MG";"Ponte Nova";"Vila Alvarenga";-42.9100612;-20.4077591
1952;50672;"MG";"Ponte Nova";"Vila Oliveira";-42.8960617;-20.417374
1953;50673;"MG";"Ponto Chique";"Centro";-45.0591847;-16.6286937
1954;50674;"MG";"Ponto dos Volantes";"Centro";-41.5028618;-16.7477822
1955;49403;"MG";"Porteirinha";"Centro";-43.027991;-15.7442
1955;50675;"MG";"Porteirinha";"Mulungu de Minas";-43.084722;-15.694722
1955;50676;"MG";"Porteirinha";"Serra Branca de Minas";-42.9551891;-15.6406259
1956;50677;"MG";"Porto Firme";"Centro";-42.886027;-20.7334968
1957;50678;"MG";"Poté";"Centro";-41.7864335;-17.808172
1958;50679;"MG";"Pouso Alegre";"Centro";-45.9336873;-22.229865
1959;50680;"MG";"Pouso Alto";"Centro";-43.9209424;-19.9333175
1948;50388;"MG";"Poço Fundo";"Centro";-45.9589555;-22.2394761
1949;50681;"MG";"Poços de Caldas";"Augusto de Almeida";-46.5301028;-21.7929826
1949;50682;"MG";"Poços de Caldas";"Bem Bastos";-46.5448505;-21.7885928
1949;50683;"MG";"Poços de Caldas";"Bianucci";-46.5619303;-21.7853787
1949;50684;"MG";"Poços de Caldas";"Boa Esperança";-46.5219784;-21.7965637
1949;50685;"MG";"Poços de Caldas";"Bortolan";-46.630715;-21.7740867
1949;50686;"MG";"Poços de Caldas";"Bortolan Norte I";-46.5619303;-21.7853787
1949;50687;"MG";"Poços de Caldas";"Bortolan Norte II";-46.5619303;-21.7853787
1949;50688;"MG";"Poços de Caldas";"Bortolan Sul";-46.6174491;-21.8327949
1949;50689;"MG";"Poços de Caldas";"Cabeceira do Córrego Monjolinho";-46.5619303;-21.7853787
1949;50690;"MG";"Poços de Caldas";"Campo  da Mogiana";-46.5824922;-21.7892902
1949;50691;"MG";"Poços de Caldas";"Campo de Santa Maria";-46.5866345;-21.7861091
1949;50692;"MG";"Poços de Caldas";"Campo do Retirinho";-46.5619303;-21.7853787
1949;50693;"MG";"Poços de Caldas";"Centro";-46.5668298;-21.7806158
1949;50694;"MG";"Poços de Caldas";"Chácara Alvorada";-46.5295009;-21.7981318
1949;50695;"MG";"Poços de Caldas";"Chácara Poços de Caldas";-46.6343336;-21.8026196
1949;50696;"MG";"Poços de Caldas";"Chácara Praia do Sol";-46.6436829;-21.7893087
1949;50697;"MG";"Poços de Caldas";"Chácara Rancho Azul";-46.5619303;-21.7853787
1949;50698;"MG";"Poços de Caldas";"Chácara Santa Bárbara";-46.5812872;-21.7663133
1949;50699;"MG";"Poços de Caldas";"Chácara Santa Cruz";-46.5681516;-21.7905645
1949;50700;"MG";"Poços de Caldas";"Chácara Santa Terezinha";-46.5609332;-21.7845623
1949;50701;"MG";"Poços de Caldas";"Chácara São Francisco";-46.6421748;-21.7867363
1949;50702;"MG";"Poços de Caldas";"Chácara São Pedro";-46.5619303;-21.7853787
1949;50703;"MG";"Poços de Caldas";"Chácara das Rosas";-46.5632161;-21.8257859
1949;50704;"MG";"Poços de Caldas";"Chácara dos Cravos";-46.5842997;-21.7833419
1949;50705;"MG";"Poços de Caldas";"Chácara dos Pessegueiros";-46.5619303;-21.7853787
1949;50706;"MG";"Poços de Caldas";"Chácaras Poços de Caldas";-46.4946058;-21.8187844
1949;50707;"MG";"Poços de Caldas";"Colinas";-46.6402169;-21.7890798
1949;50708;"MG";"Poços de Caldas";"Condomínio Morada das Flores";-46.4751723;-21.8197069
1949;50709;"MG";"Poços de Caldas";"Condomínio Pitangueiras";-46.5619303;-21.7853787
1949;50710;"MG";"Poços de Caldas";"Condomínio Vila Verde";-46.563016;-21.7892768
1949;50711;"MG";"Poços de Caldas";"Conjunto Habitacional Pedro Afonso Junqueira";-46.5632161;-21.8566874
1949;50712;"MG";"Poços de Caldas";"Conjunto União";-46.5619303;-21.7853787
1949;50713;"MG";"Poços de Caldas";"Country Club";-46.5671624;-21.7833165
1949;50714;"MG";"Poços de Caldas";"Cristiano Ozório";-46.5626138;-21.7833998
1949;50715;"MG";"Poços de Caldas";"Da Saúde";-46.5719496;-21.7909027
1949;50716;"MG";"Poços de Caldas";"Dom Bosco";-46.534316;-21.7997055
1949;50717;"MG";"Poços de Caldas";"Dos Funcionários";-46.5695402;-21.7901165
1949;50718;"MG";"Poços de Caldas";"Estância Poços de Caldas";-46.4825787;-21.779225
1949;50719;"MG";"Poços de Caldas";"Estância São José";-46.5222792;-21.8005226
1949;50720;"MG";"Poços de Caldas";"Fazenda Baeta";-46.5656252;-21.8646071
1949;50721;"MG";"Poços de Caldas";"Gato Preto";-46.5619303;-21.7853787
1949;50722;"MG";"Poços de Caldas";"Jardim Aeroporto";-46.5722508;-21.8483506
1949;50723;"MG";"Poços de Caldas";"Jardim Amaryllis";-46.5412384;-21.8052351
1949;50724;"MG";"Poços de Caldas";"Jardim América";-46.5969541;-21.7773621
1949;50725;"MG";"Poços de Caldas";"Jardim Bandeirantes";-46.5668298;-21.8186471
1949;50726;"MG";"Poços de Caldas";"Jardim Bela Vista";-46.565324;-21.7952771
1949;50727;"MG";"Poços de Caldas";"Jardim Brasil";-46.5397335;-21.7878127
1949;50728;"MG";"Poços de Caldas";"Jardim Campos Elísios";-46.507839;-21.7981758
1949;50729;"MG";"Poços de Caldas";"Jardim Cascatinha";-46.5602049;-21.7944974
1949;50730;"MG";"Poços de Caldas";"Jardim Centenário";-46.5650229;-21.8067663
1949;50731;"MG";"Poços de Caldas";"Jardim Country Club";-46.6150375;-21.7963333
1949;50732;"MG";"Poços de Caldas";"Jardim Del Rey";-46.5614093;-21.7996442
1949;50733;"MG";"Poços de Caldas";"Jardim Doutor Ottoni";-46.6074786;-21.7956502
1949;50734;"MG";"Poços de Caldas";"Jardim Elizabete";-46.601173;-21.781709
1949;50735;"MG";"Poços de Caldas";"Jardim Elvira Dias";-46.5619303;-21.7853787
1949;50736;"MG";"Poços de Caldas";"Jardim Esperança";-46.5668298;-21.8376638
1949;50737;"MG";"Poços de Caldas";"Jardim Europa";-46.5909278;-21.8170063
1949;50738;"MG";"Poços de Caldas";"Jardim Filipinas";-46.6029253;-21.8064758
1949;50739;"MG";"Poços de Caldas";"Jardim Filipino";-46.5707449;-21.7976407
1949;50740;"MG";"Poços de Caldas";"Jardim Formosa";-46.5373256;-21.7941546
1949;50741;"MG";"Poços de Caldas";"Jardim Gama Cruz";-46.58912;-21.7813473
1949;50742;"MG";"Poços de Caldas";"Jardim Ipê";-46.5463557;-21.8036397
1949;50743;"MG";"Poços de Caldas";"Jardim Itamaraty I";-46.502425;-21.8136252
1949;50744;"MG";"Poços de Caldas";"Jardim Itamaraty II";-46.500019;-21.8164004
1949;50745;"MG";"Poços de Caldas";"Jardim Itamaraty III";-46.502425;-21.8136252
1949;50746;"MG";"Poços de Caldas";"Jardim Kennedy";-46.5812872;-21.8423891
1949;50747;"MG";"Poços de Caldas";"Jardim Kennedy II";-46.5775493;-21.8319436
1949;50748;"MG";"Poços de Caldas";"Jardim Monte Almo";-46.5486821;-21.788301
1949;50749;"MG";"Poços de Caldas";"Jardim Nova Aparecida";-46.5481619;-21.7941299
1949;50750;"MG";"Poços de Caldas";"Jardim Nova Esperança";-46.5478263;-21.7928674
1949;50751;"MG";"Poços de Caldas";"Jardim Novo Mundo";-46.5879149;-21.7999744
1949;50752;"MG";"Poços de Caldas";"Jardim Paraíso";-46.52589;-21.8456583
1949;50753;"MG";"Poços de Caldas";"Jardim Philadélphia";-46.5138553;-21.8203359
1949;50754;"MG";"Poços de Caldas";"Jardim Planalto";-46.5743592;-21.7893117
1949;50755;"MG";"Poços de Caldas";"Jardim Planalto II";-46.5619303;-21.7853787
1949;50756;"MG";"Poços de Caldas";"Jardim Quisisana";-46.5656252;-21.8004264
1949;50757;"MG";"Poços de Caldas";"Jardim Regina";-46.5421414;-21.7909754
1949;50758;"MG";"Poços de Caldas";"Jardim Santa Augusta";-46.5728532;-21.7932774
1949;50759;"MG";"Poços de Caldas";"Jardim Santa Helena";-46.5940915;-21.7792528
1949;50760;"MG";"Poços de Caldas";"Jardim Santa Rita";-46.5553873;-21.7941129
1949;50761;"MG";"Poços de Caldas";"Jardim Santa Rosália";-46.5403355;-21.7790987
1949;50762;"MG";"Poços de Caldas";"Jardim São Bento";-44.8529184;-20.1837978
1949;50763;"MG";"Poços de Caldas";"Jardim São Jorge";-46.5915304;-21.7785667
1949;50764;"MG";"Poços de Caldas";"Jardim São Paulo";-46.5517745;-21.7941214
1949;50765;"MG";"Poços de Caldas";"Jardim Vitória";-46.5752628;-21.8059496
1949;50766;"MG";"Poços de Caldas";"Jardim Vitória IV";-46.5779328;-21.8318827
1949;50767;"MG";"Poços de Caldas";"Jardim Vitória V";-46.5752628;-21.8059496
1949;50768;"MG";"Poços de Caldas";"Jardim das Acácias";-46.7816114;-21.9794178
1949;50769;"MG";"Poços de Caldas";"Jardim das Azaléias";-46.5457536;-21.8099781
